Potra	Potri	AT_best_hit	AT_Gene_Names	AT_description
Potra2n2c4457	Potri.014G157100	AT4G22140	ATEBS	ATEBS
Potra2n14c27664	Potri.014G157200	AT4G04210	ATPUX4	ATPUX4
Potra2n14c27665	Potri.014G157300	AT3G08000	None	AT3G08000
Potra2n2c4459	Potri.014G157300	AT3G08000	None	AT3G08000
Potra2n2c4460	Potri.014G157300	None	None	None
Potra2n14c27666	Potri.014G157400	AT5G55140	ATUL30M	ATUL30M
Potra2n14c27667	Potri.014G157500	AT3G21670	ATNPF6.4	ATNPF6.4
Potra2n14c27669	Potri.014G157600	AT2G32990	ATGH9B8	ATGH9B8
Potra2n2c4463	Potri.014G157600	AT2G32990	ATGH9B8	ATGH9B8
Potra2n14c27670	Potri.014G157700	AT2G05755	None	AT2G05755
Potra2n14c27671	Potri.014G157800	AT2G05760	ATNoneT1	ATNoneT1
Potra2n14c27672	Potri.014G158000	AT2G32980	ATAUG2	ATAUG2
Potra2n14c27673	Potri.014G158200	AT2G32970	None	AT2G32970
Potra2n14c27674	Potri.014G158300	AT4G26840	ATSUMO1	ATSUMO1
Potra2n14c27675	Potri.014G158400	AT2G05790	None	AT2G05790
Potra2n14c27677	Potri.014G158600	AT1G05020	ATAP180	ATAP180
Potra2n14c27678	Potri.014G158700	AT2G05810	None	AT2G05810
Potra2n14c27680	Potri.014G158900	AT1G62370	None	AT1G62370
Potra2n14c27682	Potri.014G159000	AT1G05010	ATEFE	ATEFE
Potra2n14c27683	Potri.014G159100	AT1G05000	ATPFA-DSP1	ATPFA-DSP1
Potra2n14c27684	Potri.014G159300	AT2G32950	ATCOP1	ATCOP1
Potra2n14c27685	Potri.014G159400	AT2G32940	ATAGO6	ATAGO6
Potra2n14c27687	Potri.014G159500	AT2G32930	ATZFN2	ATZFN2
Potra2n14c27688	Potri.014G159600	AT1G04985	None	AT1G04985
Potra2n14c27689	Potri.014G159800	AT5G14180	ATMPL1	ATMPL1
Potra2n14c27690	Potri.014G160000	AT1G04980	ATPDIL2-2	ATPDIL2-2
Potra2n14c27691	Potri.014G160100	AT2G04570	ATOSP1	ATOSP1
Potra2n14c27692	Potri.014G160200	AT2G42990	None	AT2G42990
Potra2n14c27693	Potri.014G160300	AT2G04560	ATLPXB	ATLPXB
Potra2n14c27694	Potri.014G160400	AT5G35690	ATWSS1B	ATWSS1B
Potra2n14c27696	Potri.014G160500	AT2G04550	ATIBR5	ATIBR5
Potra2n14c27697	Potri.014G160600	AT2G04530	ATCPZ	ATCPZ
Potra2n14c27698	Potri.014G160700	AT1G04970	ATLBR-1	ATLBR-1
Potra2n14c27699	Potri.014G160800	AT1G04960	None	AT1G04960
Potra2n2c4478	Potri.014G160900	AT2G04520	None	AT2G04520
Potra2n14c27701	Potri.014G160900	AT5G35680	None	AT5G35680
Potra2n14c27700	Potri.014G161000	AT5G35670	ATiqd33	ATiqd33
Potra2n14c27702	Potri.014G161100	AT1G04950	ATTAFII59	ATTAFII59
Potra2n14c27703	Potri.014G161200	AT2G44310	None	AT2G44310
Potra2n14c27704	Potri.014G161300	AT5G14780	ATFDH	ATFDH
Potra2n2c4481	Potri.014G161300	AT5G14780	ATFDH	ATFDH
Potra2n2c4482	Potri.014G161300	AT5G14780	ATFDH	ATFDH
Potra2n14c27707	Potri.014G161600	AT3G07810	None	AT3G07810
Potra2n14c27708	Potri.014G161700	AT2G04850	None	AT2G04850
Potra2n14c27709	Potri.014G161800	AT2G04845	ATGNoneT9	ATGNoneT9
Potra2n14c27710	Potri.014G161900	AT5G47530	None	AT5G47530
Potra2n14c27711	Potri.014G162000	AT5G35735	None	AT5G35735
Potra2n14c27712	Potri.014G162100	AT5G47540	None	AT5G47540
Potra2n14c27713	Potri.014G162200	AT2G04842	ATEMB2761	ATEMB2761
Potra2n14c27714	Potri.014G162300	AT3G07850	None	AT3G07850
Potra2n14c27716	Potri.014G162400	AT2G04795	None	AT2G04795
Potra2n14c27717	Potri.014G162600	AT3G07870	ATFBX92	ATFBX92
Potra2n14c27718	Potri.014G162700	AT2G04790	None	AT2G04790
Potra2n14c27719	Potri.014G162800	None	None	None
Potra2n14c27721	Potri.014G163000	AT3G07880	ATSCN1	ATSCN1
Potra2n14c27722	Potri.014G163100	AT5G35700	ATFIM5	ATFIM5
Potra2n14c27723	Potri.014G163200	AT2G04740	None	AT2G04740
Potra2n2c4487	Potri.014G163300	None	None	None
Potra2n14c27724	Potri.014G163400	AT3G07890	None	AT3G07890
Potra2n14c27725	Potri.014G163600	AT5G62380	ATNoneC101	ATNoneC101
Potra2n14c27728	Potri.014G164000	AT5G48130	None	AT5G48130
Potra2n14c27729	Potri.014G164100	AT5G55560	None	AT5G55560
Potra2n14c27730	Potri.014G164200	AT3G07790	None	AT3G07790
Potra2n14c27731	Potri.014G164300	AT2G04880	ATZAP1	ATZAP1
Potra2n14c27732	Potri.014G164400	AT5G48150	ATPAT1	ATPAT1
Potra2n14c27733	Potri.014G164500	AT2G04900	None	AT2G04900
Potra2n14c27734	Potri.014G164700	AT5G35750	ATHK2	ATHK2
Potra2n14c27736	Potri.014G164800	AT5G48160	ATOBE2	ATOBE2
Potra2n14c27737	Potri.014G164900	AT3G07770	ATHsp89.1	ATHsp89.1
Potra2n14c27738	Potri.014G165000	AT4G16447	None	AT4G16447
Potra2n14c27739	Potri.014G165100	AT2G05070	ATLHCB2.2	ATLHCB2.2
Potra2n14c27740	Potri.014G165300	AT3G07760	ATWEEP	ATWEEP
Potra2n14c27741	Potri.014G165400	AT2G05170	ATVPS11	ATVPS11
Potra2n14c27742	Potri.014G165500	AT2G05160	ATC3H18	ATC3H18
Potra2n14c27743	Potri.014G165600	AT2G05230	None	AT2G05230
Potra2n14c27744	Potri.014G165700	AT5G48170	ATSLY2	ATSLY2
Potra2n14c27746	Potri.014G166001	AT4G26680	None	AT4G26680
Potra2n14c27747	Potri.014G166100	AT5G57260	ATCYP71B10	ATCYP71B10
Potra2n14c27748	Potri.014G166200	AT3G07750	ATRRP42	ATRRP42
Potra2n14c27749	Potri.014G166300	AT3G07740	ATADA2A	ATADA2A
Potra2n14c27750	Potri.014G166400	AT5G35770	ATSAP	ATSAP
Potra2n14c27751	Potri.014G166600	AT5G41040	ATRWP1	ATRWP1
Potra2n14c27752	Potri.014G166600	AT5G41040	ATRWP1	ATRWP1
Potra2n14c27753	Potri.014G166800	AT5G35790	ATG6PD1	ATG6PD1
Potra2n14c27755	Potri.014G166900	None	None	None
Potra2n14c27756	Potri.014G166900	None	None	None
Potra2n14c27757	Potri.014G167000	AT5G28530	ATFRS10	ATFRS10
Potra2n14c27758	Potri.014G167100	AT1G07900	ATLBD1	ATLBD1
Potra2n14c27760	Potri.014G167200	AT2G05320	ATGNT-II	ATGNT-II
Potra2n14c27761	Potri.014G167300	AT2G05310	None	AT2G05310
Potra2n14c27762	Potri.014G167400	AT5G21170	ATAKINBETA1	ATAKINBETA1
Potra2n14c27763	Potri.014G167700	AT2G04480	None	AT2G04480
Potra2n14c27764	Potri.014G167800	AT4G14540	ATNF-YB3	ATNF-YB3
Potra2n14c27766	Potri.014G168100	AT4G12730	ATFLA2	ATFLA2
Potra2n14c27767	Potri.014G168166	AT5G66430	None	AT5G66430
Potra2n14c27768	Potri.014G168300	AT3G07720	None	AT3G07720
Potra2n14c27769	Potri.014G168400	AT5G47650	None	AT5G47650
Potra2n14c27770	Potri.014G168600	AT3G07700	ATSIA1	ATSIA1
Potra2n14c27771	Potri.014G168700	AT5G48230	ATACAT2	ATACAT2
Potra2n14c27772	Potri.014G168900	AT5G55850	ATNOI	ATNOI
Potra2n14c27773	Potri.014G169100	AT5G48220	ATIGPS	ATIGPS
Potra2n14c27774	Potri.014G169200	AT2G04360	None	AT2G04360
Potra2n14c27775	Potri.014G169300	AT3G07670	None	AT3G07670
Potra2n14c27777	Potri.014G169400	AT2G04350	ATLACS8	ATLACS8
Potra2n14c27776	Potri.014G169500	AT2G04340	None	AT2G04340
Potra2n6c13704	Potri.014G169500	AT2G04340	None	AT2G04340
Potra2n14c27778	Potri.014G169900	AT3G07660	None	AT3G07660
Potra2n14c27779	Potri.014G170100	AT4G12710	None	AT4G12710
Potra2n14c27780	Potri.014G170200	AT2G04280	None	AT2G04280
Potra2n14c27781	Potri.014G170300	AT2G04270	ATRNEE/G	ATRNEE/G
Potra2n14c27784	Potri.014G170500	AT5G48240	None	AT5G48240
Potra2n14c27785	Potri.014G170600	AT3G07650	ATCOL9	ATCOL9
Potra2n14c27787	Potri.014G170700	AT4G26550	None	AT4G26550
Potra2n14c27789	Potri.014G170700	AT4G26550	None	AT4G26550
Potra2n14c27786	Potri.014G170700	None	None	None
Potra2n14c27788	Potri.014G170800	AT4G12680	None	AT4G12680
Potra2n14c27790	Potri.014G170900	AT3G07620	None	AT3G07620
Potra2n14c27791	Potri.014G171100	AT5G03795	None	AT5G03795
Potra2n14c27792	Potri.014G171300	AT3G07600	None	AT3G07600
Potra2n14c27793	Potri.014G171600	AT2G04160	ATAIR3	ATAIR3
Potra2n14c27794	Potri.014G171700	AT5G14400	None	AT5G14400
Potra2n14c27795	Potri.014G171800	AT5G48300	ATADG1	ATADG1
Potra2n14c27796	Potri.014G171900	AT4G12640	ATSPEN2	ATSPEN2
Potra2n14c27797	Potri.014G172000	AT5G48310	ATRASD1	ATRASD1
Potra2n14c27798	Potri.014G172050	AT4G13640	ATUNE16	ATUNE16
Potra2n14c27799	Potri.014G172200	AT4G12650	ATTMN12	ATTMN12
Potra2n14c27800	Potri.014G172300	AT4G11120	None	AT4G11120
Potra2n14c27801	Potri.014G172400	AT1G61520	ATLHCA3	ATLHCA3
Potra2n14c27804	Potri.014G172600	AT5G48335	None	AT5G48335
Potra2n14c27805	Potri.014G172800	AT2G04039	ATNDHV	ATNDHV
Potra2n2c4516	Potri.014G172800	AT2G04039	ATNDHV	ATNDHV
Potra2n14c27806	Potri.014G173000	AT4G12740	None	AT4G12740
Potra2n14c27807	Potri.014G173100	AT3G25530	ATGLYR1	ATGLYR1
Potra2n14c27809	Potri.014G173400	AT4G12760	None	AT4G12760
Potra2n14c27811	Potri.014G173600	AT3G07570	None	AT3G07570
Potra2n5c11800	Potri.014G173600	AT3G07570	None	AT3G07570
Potra2n14c27812	Potri.014G173700	AT3G07568	None	AT3G07568
Potra2n14c27813	Potri.014G173800	AT3G07565	None	AT3G07565
Potra2n14c27814	Potri.014G173900	AT3G07560	ATPEX13	ATPEX13
Potra2n14c27815	Potri.014G174000	AT5G39740	ATRPL5B	ATRPL5B
Potra2n14c27816	Potri.014G174101	AT4G08330	None	AT4G08330
Potra2n14c27817	Potri.014G174200	AT4G12790	ATGPN3	ATGPN3
Potra2n14c27820	Potri.014G174300	AT5G48340	None	AT5G48340
Potra2n14c27819	Potri.014G174400	AT2G39780	ATRNS2	ATRNS2
Potra2n14c27824	Potri.014G174600	None	None	None
Potra2n14c27825	Potri.014G174700	AT3G25500	ATAFH1	ATAFH1
Potra2n2c4249	Potri.014G174700	AT3G25500	ATAFH1	ATAFH1
Potra2n14c27826	Potri.014G174800	AT5G48370	None	AT5G48370
Potra2n14c27830	Potri.014G175200	AT5G48385	None	AT5G48385
Potra2n14c27833	Potri.014G175350	AT3G07525	ATG10	ATG10
Potra2n14c27831	Potri.014G175350	AT5G48390	ATSPO22	ATSPO22
Potra2n14c27832	Potri.014G175500	AT3G25470	None	AT3G25470
Potra2n14c27834	Potri.014G175600	AT4G12800	None	AT4G12800
Potra2n14c27835	Potri.014G175700	AT4G12830	None	AT4G12830
Potra2n14c27836	Potri.014G175800	AT4G12840	None	AT4G12840
Potra2n14c27837	Potri.014G175900	AT3G59500	None	AT3G59500
Potra2n14c27838	Potri.014G176000	AT3G07510	None	AT3G07510
Potra2n14c27840	Potri.014G176300	AT3G07510	None	AT3G07510
Potra2n14c27842	Potri.014G176400	AT3G07510	None	AT3G07510
Potra2n17c31633	Potri.014G176500	AT4G12850	ATFRF3	ATFRF3
Potra2n7c15545	Potri.014G176500	AT4G12850	ATFRF3	ATFRF3
Potra2n8c17308	Potri.014G176500	AT4G12850	ATFRF3	ATFRF3
Potra2n14c27841	Potri.014G176500	AT4G38180	ATFRS5	ATFRS5
Potra2n14c27844	Potri.014G176600	AT4G12850	ATFRF3	ATFRF3
Potra2n17c31646	Potri.014G176600	AT4G38180	ATFRS5	ATFRS5
Potra2n14c27681	Potri.014G176800	None	None	None
Potra2n14c27783	Potri.014G176800	None	None	None
Potra2n14c27845	Potri.014G176800	None	None	None
Potra2n16c30288	Potri.014G176800	None	None	None
Potra2n14c27846	Potri.014G176900	AT3G25440	ATACINUS	ATACINUS
Potra2n14c27847	Potri.014G177100	AT3G07480	ATC1-FDX	ATC1-FDX
Potra2n14c27849	Potri.014G177200	AT3G22400	ATLOX5	ATLOX5
Potra2n14c27850	Potri.014G177400	AT3G25430	ATRRD1	ATRRD1
Potra2n14c27851	Potri.014G177500	AT4G12910	ATscpl20	ATscpl20
Potra2n14c27852	Potri.014G177700	AT5G48450	ATsks3	ATsks3
Potra2n14c27853	Potri.014G177800	AT3G07470	None	AT3G07470
Potra2n14c27854	Potri.014G178000	AT3G25410	None	AT3G25410
Potra2n14c27856	Potri.014G178100	AT5G48900	None	AT5G48900
Potra2n14c27858	Potri.014G178300	AT3G07020	ATSGT	ATSGT
Potra2n14c27859	Potri.014G178700	AT5G27740	ATEMB2775	ATEMB2775
Potra2n14c27860	Potri.014G178800	AT1G29000	ATHMP06	ATHMP06
Potra2n14c27861	Potri.014G178900	None	None	None
Potra2n14c27864	Potri.014G179000	AT2G30650	None	AT2G30650
Potra2n14c27862	Potri.014G179000	AT5G65940	ATchy1	ATchy1
Potra2n14c27863	Potri.014G179100	AT1G05160	ATCYP88A3	ATCYP88A3
Potra2n14c27866	Potri.014G179100	AT1G05160	ATCYP88A3	ATCYP88A3
Potra2n14c27867	Potri.014G179100	AT1G05160	ATCYP88A3	ATCYP88A3
Potra2n14c27868	Potri.014G179300	AT5G46570	ATBSK2	ATBSK2
Potra2n14c27869	Potri.014G179400	AT1G32450	ATNPF7.3	ATNPF7.3
Potra2n14c27870	Potri.014G179500	AT2G44525	None	AT2G44525
Potra2n14c27871	Potri.014G179600	AT2G44530	ATPRS5	ATPRS5
Potra2n2c4525	Potri.014G179700	AT5G58230	ATMSI1	ATMSI1
Potra2n14c27872	Potri.014G179800	AT3G17668	ATENone	ATENone
Potra2n14c27873	Potri.014G179900	None	None	None
Potra2n14c27874	Potri.014G180100	AT3G60160	ATABCC9	ATABCC9
Potra2n14c27875	Potri.014G180200	AT1G08840	ATemb2411	ATemb2411
Potra2n14c27878	Potri.014G180300	AT1G02205	ATCER1	ATCER1
Potra2n14c27880	Potri.014G180300	AT1G02205	ATCER1	ATCER1
Potra2n599s36102	Potri.014G180300	AT1G02205	ATCER1	ATCER1
Potra2n14c27877	Potri.014G180501	AT1G75130	ATCYP721A1	ATCYP721A1
Potra2n14c27883	Potri.014G180600	AT5G66730	ATIDD1	ATIDD1
Potra2n14c27884	Potri.014G180700	AT1G45150	None	AT1G45150
Potra2n14c27885	Potri.014G180800	AT5G42970	ATCOP8	ATCOP8
Potra2n14c27888	Potri.014G181000	AT1G45170	None	AT1G45170
Potra2n14c27889	Potri.014G181200	AT3G56870	None	AT3G56870
Potra2n2c4039	Potri.014G181200	None	None	None
Potra2n14c27891	Potri.014G181500	AT1G75160	ATBDR9	ATBDR9
Potra2n14c27893	Potri.014G181600	AT5G65650	None	AT5G65650
Potra2n14c27895	Potri.014G181700	AT5G42950	ATEXA1	ATEXA1
Potra2n372s35455	Potri.014G183100	None	None	None
Potra2n366s35422	Potri.014G183700	None	None	None
Potra2n372s35457	Potri.014G183700	None	None	None
Potra2n372s35464	Potri.014G183700	None	None	None
Potra2n372s35460	Potri.014G183800	AT4G34480	None	AT4G34480
Potra2n372s35452	Potri.014G185000	None	None	None
Potra2n654s36292	Potri.014G185300	AT5G42710	ATTRM30	ATTRM30
Potra2n1028s36937	Potri.014G187300	AT3G07930	ATMBD4L	ATMBD4L
Potra2n14c27940	Potri.014G187300	AT3G07930	ATMBD4L	ATMBD4L
Potra2n1687s37170	Potri.014G187400	AT1G11510	None	AT1G11510
Potra2n14c27947	Potri.014G187800	None	None	None
Potra2n921s36893	Potri.014G188300	ATCG00280	ATPSBC	ATPSBC
Potra2n562s35974	Potri.014G188600	AT2G01050	None	AT2G01050
Potra2n13c25557	Potri.014G188600	None	None	None
Potra2n14c27943	Potri.014G188600	None	None	None
Potra2n15c28732	Potri.014G188600	None	None	None
Potra2n13c25476	Potri.014G188700	None	None	None
Potra2n15c28770	Potri.014G188700	None	None	None
Potra2n15c28771	Potri.014G188700	None	None	None
Potra2n267s35165	Potri.014G189100	None	None	None
Potra2n12c24242	Potri.014G189300	None	None	None
Potra2n14c27939	Potri.014G189400	AT3G07930	ATMBD4L	ATMBD4L
Potra2n1605s37147	Potri.014G189400	AT3G07930	ATMBD4L	ATMBD4L
Potra2n14c27941	Potri.014G189500	AT3G07080	None	AT3G07080
Potra2n14c27942	Potri.014G189600	AT5G01630	ATBRCA2B	ATBRCA2B
Potra2n16c30402	Potri.014G189600	AT4G00020	ATIV	ATIV
Potra2n14c27945	Potri.014G189900	AT3G24870	ATEAF1B	ATEAF1B
Potra2n14c27926	Potri.014G190300	AT4G26840	ATSUMO1	ATSUMO1
Potra2n14c27927	Potri.014G190600	AT3G07140	None	AT3G07140
Potra2n17c31318	Potri.014G190600	AT3G07140	None	AT3G07140
Potra2n17c31319	Potri.014G190600	AT3G07140	None	AT3G07140
Potra2n14c27928	Potri.014G190800	AT3G07170	ATIRP1	ATIRP1
Potra2n14c27931	Potri.014G191100	AT5G48520	None	AT5G48520
Potra2n14c27932	Potri.014G191200	AT5G48910	ATLPA66	ATLPA66
Potra2n14c27933	Potri.014G191400	None	None	None
Potra2n14c27934	Potri.014G191500	AT3G07190	None	AT3G07190
Potra2n14c27923	Potri.014G191900	AT5G61540	None	AT5G61540
Potra2n14c27925	Potri.014G192200	AT5G44010	None	AT5G44010
Potra2n1c2352	Potri.014G192200	AT5G44010	None	AT5G44010
Potra2n1c2353	Potri.014G192300	AT5G44000	None	AT5G44000
Potra2n1c2354	Potri.014G192500	AT5G43990	ATSUVR2	ATSUVR2
Potra2n1c2355	Potri.014G192601	AT5G43970	ATTOM22-V	ATTOM22-V
Potra2n1c2357	Potri.014G192800	AT1G04080	ATPRP39A	ATPRP39A
Potra2n1c2358	Potri.014G192900	AT5G43960	ATG3BP7	ATG3BP7
Potra2n1c2359	Potri.014G193100	AT5G43950	None	AT5G43950
Potra2n1c2360	Potri.014G193500	AT2G20330	ATOZS3	ATOZS3
Potra2n1c2362	Potri.014G193900	AT1G04140	None	AT1G04140
Potra2n366s35420	Potri.014G194000	None	None	None
Potra2n1c2363	Potri.014G194100	AT5G43920	None	AT5G43920
Potra2n14c27948	Potri.014G194300	AT2G20300	ATALE2	ATALE2
Potra2n14c27949	Potri.014G194500	AT4G28740	None	AT4G28740
Potra2n14c27950	Potri.014G194600	AT4G28760	ATTRM20	ATTRM20
Potra2n14c27952	Potri.014G194700	AT4G29040	ATRPT2a	ATRPT2a
Potra2n14c27951	Potri.014G194800	AT2G20210	None	AT2G20210
Potra2n14c27917	Potri.014G194900	AT5G48630	ATCYCLINC1-2	ATCYCLINC1-2
Potra2n14c27918	Potri.014G195000	AT3G07270	None	AT3G07270
Potra2n14c27896	Potri.014G195100	AT1G35710	None	AT1G35710
Potra2n14c27898	Potri.014G195200	AT1G35710	None	AT1G35710
Potra2n14c27899	Potri.014G195400	AT1G10180	ATEXO84C	ATEXO84C
Potra2n14c27901	Potri.014G195500	AT1G04010	ATPSAT1	ATPSAT1
Potra2n14c27903	Potri.014G195600	AT4G28590	ATMRL7	ATMRL7
Potra2n14c27904	Potri.014G195700	AT2G20420	None	AT2G20420
Potra2n2c4059	Potri.014G195800	AT1G03980	None	AT1G03980
Potra2n14c27906	Potri.014G195800	AT5G44070	ATCAD1	ATCAD1
Potra2n14c27907	Potri.014G195900	AT5G44070	ATCAD1	ATCAD1
Potra2n14c27323	Potri.014G196100	None	None	None
Potra2n14c27324	Potri.014G196100	None	None	None
Potra2n14c27910	Potri.014G196200	AT1G19440	ATKCS4	ATKCS4
Potra2n14c27911	Potri.014G196400	AT5G42770	None	AT5G42770
Potra2n14c27912	Potri.014G196600	AT2G16250	None	AT2G16250
Potra2n14c27913	Potri.014G196700	AT1G75210	None	AT1G75210
Potra2n14c27914	Potri.014G196800	AT5G42765	None	AT5G42765
Potra2n14c27915	Potri.014G196900	AT1G47330	None	AT1G47330
Potra2n14c27810	Potri.014G197600	AT4G12780	ATAUXILIN-LIKE1	ATAUXILIN-LIKE1
Potra2n14c27808	Potri.014G197800	AT4G12750	None	AT4G12750
Potra2n14c27802	Potri.014G198300	AT5G48330	ATRUG2	ATRUG2
Potra2n1491s37102	Potri.015G000100	AT4G27870	None	AT4G27870
Potra2n15c29225	Potri.015G000100	AT4G27870	None	AT4G27870
Potra2n2c4024	Potri.015G000100	AT4G27870	None	AT4G27870
Potra2n15c29223	Potri.015G000200	AT3G28860	ATABCB19	ATABCB19
Potra2n15c29220	Potri.015G000400	AT3G49590	ATG13a	ATG13a
Potra2n15c29219	Potri.015G000500	AT5G24660	ATLSU2	ATLSU2
Potra2n15c29218	Potri.015G000600	AT5G24650	ATHP30-2	ATHP30-2
Potra2n15c29215	Potri.015G000800	AT5G24620	None	AT5G24620
Potra2n15c29214	Potri.015G001200	AT1G04635	ATEMB1687	ATEMB1687
Potra2n15c29212	Potri.015G001300	AT5G24600	None	AT5G24600
Potra2n15c29213	Potri.015G001500	AT5G24600	None	AT5G24600
Potra2n15c29209	Potri.015G001700	None	None	None
Potra2n12c23785	Potri.015G001800	AT3G61980	ATKPI-1	ATKPI-1
Potra2n15c29208	Potri.015G001800	AT4G01575	ATKPI-2	ATKPI-2
Potra2n15c29207	Potri.015G001900	AT4G27585	ATSLP1	ATSLP1
Potra2n15c29206	Potri.015G002100	None	None	None
Potra2n15c29205	Potri.015G002200	AT5G24490	None	AT5G24490
Potra2n15c29204	Potri.015G002300	AT5G24470	ATPRR5	ATPRR5
Potra2n15c29203	Potri.015G002400	AT5G53730	ATNHL26	ATNHL26
Potra2n15c29202	Potri.015G002500	AT5G24460	None	AT5G24460
Potra2n15c29199	Potri.015G002800	AT5G24530	ATDMR6	ATDMR6
Potra2n13c26105	Potri.015G002900	AT1G71930	ATVND7	ATVND7
Potra2n15c29198	Potri.015G002900	None	None	None
Potra2n15c29196	Potri.015G003000	AT5G45140	ATNRPC2	ATNRPC2
Potra2n15c29195	Potri.015G003100	AT5G54160	ATOMT1	ATOMT1
Potra2n15c29193	Potri.015G003300	AT4G10480	None	AT4G10480
Potra2n15c29192	Potri.015G003500	AT1G05260	ATRCI3	ATRCI3
Potra2n15c29191	Potri.015G003600	AT1G05260	ATRCI3	ATRCI3
Potra2n15c29190	Potri.015G003700	AT3G49490	None	AT3G49490
Potra2n15c29186	Potri.015G003900	AT5G24580	ATHIPP09	ATHIPP09
Potra2n15c29185	Potri.015G004000	AT5G54140	ATILL3	ATILL3
Potra2n15c29184	Potri.015G004100	AT3G49530	ATNoneC062	ATNoneC062
Potra2n15c29183	Potri.015G004200	AT5G54130	None	AT5G54130
Potra2n15c29182	Potri.015G004300	None	None	None
Potra2n12c23729	Potri.015G004400	AT2G02880	None	AT2G02880
Potra2n1591s37142	Potri.015G004400	AT2G02880	None	AT2G02880
Potra2n15c29181	Potri.015G004500	AT3G53380	ATLECRK-VIII.1	ATLECRK-VIII.1
Potra2n15c29180	Potri.015G004600	AT3G49430	ATSR34a	ATSR34a
Potra2n12c23724	Potri.015G004800	None	None	None
Potra2n15c29179	Potri.015G004800	None	None	None
Potra2n15c29178	Potri.015G005000	AT1G64720	ATCP5	ATCP5
Potra2n15c29177	Potri.015G005200	AT5G54180	ATPTAC15	ATPTAC15
Potra2n15c29176	Potri.015G005400	AT3G49390	ATCID10	ATCID10
Potra2n15c29175	Potri.015G005500	AT1G33470	None	AT1G33470
Potra2n15c29174	Potri.015G005600	AT5G64180	None	AT5G64180
Potra2n15c29173	Potri.015G005700	AT5G03890	None	AT5G03890
Potra2n15c29171	Potri.015G005900	AT1G01110	ATIQD18	ATIQD18
Potra2n10c21061	Potri.015G006000	AT3G53480	ATABCG37	ATABCG37
Potra2n15c29170	Potri.015G006000	AT3G53480	ATABCG37	ATABCG37
Potra2n8c17513	Potri.015G006000	AT3G53480	ATABCG37	ATABCG37
Potra2n10c21060	Potri.015G006100	AT2G12190	None	AT2G12190
Potra2n15c29168	Potri.015G006100	AT1G64950	ATCYP89A5	ATCYP89A5
Potra2n15c29167	Potri.015G006200	AT5G53660	ATGRF7	ATGRF7
Potra2n15c29166	Potri.015G006500	AT5G53650	None	AT5G53650
Potra2n15c29165	Potri.015G006700	AT5G53620	None	AT5G53620
Potra2n15c29164	Potri.015G006800	AT4G00880	ATSAUR31	ATSAUR31
Potra2n15c29162	Potri.015G006900	AT5G53580	ATPLR1	ATPLR1
Potra2n15c29161	Potri.015G007000	AT2G33480	ATNoneC041	ATNoneC041
Potra2n15c29159	Potri.015G007200	AT5G24400	ATemb2024	ATemb2024
Potra2n12c23691	Potri.015G007400	AT3G49350	None	AT3G49350
Potra2n15c29158	Potri.015G007400	AT3G49350	None	AT3G49350
Potra2n15c29157	Potri.015G007600	AT5G53560	ATCB5-E	ATCB5-E
Potra2n12c23741	Potri.015G007700	AT4G27680	None	AT4G27680
Potra2n12c23743	Potri.015G007700	AT4G27680	None	AT4G27680
Potra2n12c23748	Potri.015G007700	AT4G27680	None	AT4G27680
Potra2n15c29156	Potri.015G007700	AT4G27680	None	AT4G27680
Potra2n1c1653	Potri.015G007700	AT4G27680	None	AT4G27680
Potra2n766s36717	Potri.015G007700	AT4G27680	None	AT4G27680
Potra2n1417s37062	Potri.015G007700	AT5G53540	ATAPP1	ATAPP1
Potra2n15c29155	Potri.015G007800	AT2G46620	None	AT2G46620
Potra2n15c29153	Potri.015G007900	AT3G49320	None	AT3G49320
Potra2n15c29154	Potri.015G008000	AT4G27700	None	AT4G27700
Potra2n15c29152	Potri.015G008100	AT4G27720	ATGOSAMT2	ATGOSAMT2
Potra2n15c29151	Potri.015G008200	None	None	None
Potra2n15c29150	Potri.015G008300	AT1G55580	ATLAS	ATLAS
Potra2n15c29149	Potri.015G008500	AT5G24350	ATMIP2	ATMIP2
Potra2n15c29148	Potri.015G008600	None	None	None
Potra2n15c29147	Potri.015G008700	AT1G32490	ATESP3	ATESP3
Potra2n15c29144	Potri.015G008900	None	None	None
Potra2n15c29141	Potri.015G009200	AT4G27745	None	AT4G27745
Potra2n15c29140	Potri.015G009300	AT4G24060	ATVDOF1	ATVDOF1
Potra2n12c23812	Potri.015G009400	AT3G26100	None	AT3G26100
Potra2n15c29139	Potri.015G009400	AT3G26100	None	AT3G26100
Potra2n15c29137	Potri.015G009500	AT5G24340	None	AT5G24340
Potra2n15c29135	Potri.015G009700	AT5G24320	None	AT5G24320
Potra2n15c29134	Potri.015G009900	AT5G53490	ATTL17	ATTL17
Potra2n15c29133	Potri.015G010100	AT5G24318	None	AT5G24318
Potra2n12c23823	Potri.015G010200	AT4G27780	ATACBP2	ATACBP2
Potra2n15c29132	Potri.015G010200	AT4G27780	ATACBP2	ATACBP2
Potra2n15c29130	Potri.015G010300	AT4G27790	None	AT4G27790
Potra2n15c29129	Potri.015G010400	AT5G53480	ATKPNB1	ATKPNB1
Potra2n15c29128	Potri.015G010500	None	None	None
Potra2n15c29127	Potri.015G010600	AT4G27800	ATTAP38	ATTAP38
Potra2n15c29126	Potri.015G010800	AT5G53080	ATWTG1	ATWTG1
