X,baseMean,log2FoldChange,padj,timepoint,level in KNO3,description,kegg_description,atg_description,go_description,pfam_description,t_factor
Potra2n13c25367,38.46538012,0.920656101,0.018251815,KNO3_4h_vs_KCL_4h,Upregulated,sp|P21974|DCK1_FOWPN Probable deoxycytidine kinase FPV059 OS=Fowlpox virus (strain NVSL) OX=928301 GN=FPV059 PE=3 SV=1,0,AT1G72040-P-loop containing nucleoside triphosphate hydrolases superfamily protein P-loop containing nucleoside triphosphate hydrolases superfamily protein,0,PF01712-Deoxynucleoside kinase,No
Potra2n11c22391,338.0164289,0.922588188,0.001120393,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9SX98|LHTL8_ARATH Lysine histidine transporter-like 8 OS=Arabidopsis thaliana OX=3702 GN=AATL1 PE=1 SV=1,0,AT5G23810-amino acid permease 7 amino acid permease 7,0,PF01490-Transmembrane amino acid transporter protein;PF01490-Transmembrane amino acid transporter protein,No
Potra2n13c26206,339.1236704,0.924226852,6.50E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|C0SVV6|CB60A_ARATH Calmodulin-binding protein 60 A OS=Arabidopsis thaliana OX=3702 GN=CBP60A PE=2 SV=1,0,AT5G57580-Calmodulin-binding protein Calmodulin-binding protein,GO:0005516-calmodulin binding,PF07887-Calmodulin binding protein-like,No
Potra2n426s35633,140.5400172,0.928500482,0.028767253,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q8GXI9|PV42B_ARATH SNF1-related protein kinase regulatory subunit gamma-like PV42b OS=Arabidopsis thaliana OX=3702 GN=PV42B PE=2 SV=1,0,AT4G27460-Cystathionine beta-synthase (CBS) family protein Cystathionine beta-synthase (CBS) family protein,0,PF00571-CBS domain,No
Potra2n9c19486,922.2576946,0.929711409,1.08E-12,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q7Z494|NPHP3_HUMAN Nephrocystin-3 OS=Homo sapiens OX=9606 GN=NPHP3 PE=1 SV=1,0,AT3G52140-tetratricopeptide repeat (TPR)-containing protein tetratricopeptide repeat (TPR)-containing protein,GO:0048312-intracellular distribution of mitochondria;GO:0005515-protein binding,"PF05303-Protein of unknown function (DUF727);PF13236-Clustered mitochondria;PF12807-Translation initiation factor eIF3 subunit 135;PF13424-Tetratricopeptide repeat;PF15044-Mitochondrial function, CLU-N-term",No
Potra2n10c21492,217.0918114,0.932706851,0.010412205,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q66I68|CNFN_DANRE Cornifelin homolog OS=Danio rerio OX=7955 GN=cnfn PE=3 SV=1,0,AT1G14870-PLANT CADMIUM RESISTANCE 2 PLANT CADMIUM RESISTANCE 2,0,PF04749-PLAC8 family,No
Potra2n19c34265,2081.402334,0.935138237,0.000746239,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q8H133|PLP8_ARATH Patatin-like protein 8 OS=Arabidopsis thaliana OX=3702 GN=PLP8 PE=2 SV=1,0,AT2G26560-phospholipase A 2A phospholipase A 2A,GO:0006629-lipid metabolic process,PF01734-Patatin-like phospholipase,No
Potra2n6c13284,358.8692896,0.936721763,0.004752414,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q613L4|HDA4_CAEBR Histone deacetylase 4 OS=Caenorhabditis briggsae OX=6238 GN=hda-4 PE=3 SV=1,0,AT5G26040-histone deacetylase 2 histone deacetylase 2,0,PF00850-Histone deacetylase domain,No
Potra2n15c28411,2972.237546,0.943517786,0.007111241,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9R1T3|CATZ_RAT Cathepsin Z OS=Rattus norvegicus OX=10116 GN=Ctsz PE=1 SV=2,0,AT5G50260-Cysteine proteinases superfamily protein Cysteine proteinases superfamily protein,GO:0006508-proteolysis;GO:0008234-cysteine-type peptidase activity,PF08246-Cathepsin propeptide inhibitor domain (I29);PF00112-Papain family cysteine protease;PF00112-Papain family cysteine protease,No
Potra2n5c11865,212.0132848,0.948414038,0.03483639,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9VTU3|RG68F_DROME Rho GTPase-activating protein 68F OS=Drosophila melanogaster OX=7227 GN=RhoGAP68F PE=1 SV=1,0,AT4G35750-SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein,0,PF13716-Divergent CRAL/TRIO domain,No
Potra2n18c32866,1226.860041,0.949894158,1.11E-09,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q336P2|ROC3_ORYSJ Homeobox-leucine zipper protein ROC3 OS=Oryza sativa subsp. japonica OX=39947 GN=ROC3 PE=2 SV=1,0,AT4G32880-homeobox-leucine zipper protein ATHB-8 homeobox-leucine zipper protein ATHB-8,GO:0008289-lipid binding;GO:0003677-DNA binding,PF00046-Homeodomain;PF08670-MEKHLA domain;PF01852-START domain,Homobox-WOX
Potra2n1c889,721.4629328,0.950638127,0.029631959,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q58378|PATS_METJA Soluble P-type ATPase-like phosphatase OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=patS PE=1 SV=3,0,AT1G63440-heavy metal atpase 5 heavy metal atpase 5,GO:0005507-copper ion binding;GO:0000166-nucleotide binding;GO:0006812-cation transport;GO:0016021-integral component of membrane;GO:0019829-cation-transporting ATPase activity;GO:0030001-metal ion transport;GO:0046872-metal ion binding,PF00122-E1-E2 ATPase;PF00403-Heavy-metal-associated domain;PF00403-Heavy-metal-associated domain;PF00403-Heavy-metal-associated domain;PF00702-haloacid dehalogenase-like hydrolase,No
Potra2n14c27049,65.75254429,0.95574101,0.005427298,KNO3_4h_vs_KCL_4h,Upregulated,sp|B0VKK4|PANB_ACIBS 3-methyl-2-oxobutanoate hydroxymethyltransferase OS=Acinetobacter baumannii (strain SDF) OX=509170 GN=panB PE=3 SV=1,2.1.2.11,AT2G46110-ketopantoate hydroxymethyltransferase 1 ketopantoate hydroxymethyltransferase 1,GO:0015940-pantothenate biosynthetic process;GO:0003864-3-methyl-2-oxobutanoate hydroxymethyltransferase activity;GO:0003824-catalytic activity,PF02548-Ketopantoate hydroxymethyltransferase,No
Potra2n4c9691,77.59205801,0.957220975,0.001894824,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9SKB2|SBIR1_ARATH Leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1 OS=Arabidopsis thaliana OX=3702 GN=SOBIR1 PE=1 SV=1,0,AT3G19300-Protein kinase superfamily protein Protein kinase superfamily protein,GO:0004252-serine-type endopeptidase activity;GO:0006468-protein phosphorylation;GO:0006508-proteolysis;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF07714-Protein tyrosine kinase;PF00082-Subtilase family,No
Potra2n2c5434,319.1493587,0.958578214,1.07E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q09676|YA03_SCHPO Probable phosphatase SPAC5H10.03 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC5H10.03 PE=3 SV=1,0,AT5G64460-Phosphoglycerate mutase family protein Phosphoglycerate mutase family protein,0,PF00300-Histidine phosphatase superfamily (branch 1),No
Potra2n2c5905,376.0416481,0.962794578,0.001417419,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q88JU3|DSD_PSEPK 3-dehydroshikimate dehydratase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=quiC1 PE=1 SV=1,0,AT1G06570-4-hydroxyphenylpyruvate dioxygenase 4-hydroxyphenylpyruvate dioxygenase,"GO:0003868-4-hydroxyphenylpyruvate dioxygenase activity;GO:0055114-oxidation-reduction process;GO:0009072-aromatic amino acid family metabolic process;GO:0016701-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",PF00903-Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,No
Potra2n19c33316,1190.027618,0.9722771,0.012162231,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9LIS1|CR26L_ARATH Protein ECERIFERUM 26-like OS=Arabidopsis thaliana OX=3702 GN=CER26L PE=2 SV=1,0,AT2G25150-HXXXD-type acyl-transferase family protein HXXXD-type acyl-transferase family protein,"GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups",PF02458-Transferase family,No
Potra2n4c9369,1072.622005,0.974306778,0.001615618,KNO3_4h_vs_KCL_4h,Upregulated,"sp|Q9LS03|AOC1_ARATH Allene oxide cyclase 1, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=AOC1 PE=1 SV=1",5.3.99.6,AT3G25780-allene oxide cyclase 3 allene oxide cyclase 3,GO:0009695-jasmonic acid biosynthetic process;GO:0016853-isomerase activity;GO:0046423-allene-oxide cyclase activity,PF06351-Allene oxide cyclase,No
Potra2n17c31536,185.5121415,0.974829462,0.040673362,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,AT2G14095-hypothetical protein hypothetical protein,0,0,No
Potra2n4c10170,56.43659161,0.975715502,0.038550328,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9LXM4|CAF1H_ARATH Putative CCR4-associated factor 1 homolog 8 OS=Arabidopsis thaliana OX=3702 GN=CAF1-8 PE=3 SV=1,0,"AT5G22250-Polynucleotidyl transferase, ribonuclease H-like superfamily protein Polynucleotidyl transferase, ribonuclease H-like superfamily protein",GO:0030014-CCR4-NOT complex;GO:0004535-poly(A)-specific ribonuclease activity;GO:0003676-nucleic acid binding,PF04857-CAF1 family ribonuclease,No
Potra2n4c9970,590.5719517,0.975803949,0.000105887,KNO3_4h_vs_KCL_4h,Upregulated,sp|F4I9E1|NFD4_ARATH Protein NUCLEAR FUSION DEFECTIVE 4 OS=Arabidopsis thaliana OX=3702 GN=NFD4 PE=3 SV=1,0,AT2G16660-Major facilitator superfamily protein Major facilitator superfamily protein,0,PF06813-Nodulin-like,No
Potra2n746s36671,175.5198761,0.976369102,0.004936029,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q1ZXH8|GXCDD_DICDI Guanine exchange factor for Rac 30 OS=Dictyostelium discoideum OX=44689 GN=gxcDD PE=4 SV=3,0,AT5G54310-ARF-GAP domain 5 ARF-GAP domain 5,GO:0005096-GTPase activator activity,PF01412-Putative GTPase activating protein for Arf,No
Potra2n12c24072,3635.534351,0.97660893,0.03483639,KNO3_4h_vs_KCL_4h,Upregulated,sp|O97860|PPA5_RABIT Tartrate-resistant acid phosphatase type 5 OS=Oryctolagus cuniculus OX=9986 GN=ACP5 PE=2 SV=1,3.1.3.2;3.1.3.2,AT3G17790-purple acid phosphatase 17 purple acid phosphatase 17,GO:0016787-hydrolase activity;GO:0003993-acid phosphatase activity,PF00149-Calcineurin-like phosphoesterase,No
Potra2n13c24989,406.8396719,0.979835506,0.008506094,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q6BNF3|STE20_DEBHA Serine/threonine-protein kinase STE20 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) OX=284592 GN=STE20 PE=3 SV=2,0,AT5G58350-with no lysine (K) kinase 4 with no lysine (K) kinase 4,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain,No
Potra2n1c1664,251.7403767,0.981444241,0.000180905,KNO3_4h_vs_KCL_4h,Upregulated,sp|E2JA28|DDAC_ENTAG Dapdiamide synthesis protein DdaC OS=Enterobacter agglomerans OX=549 GN=ddaC PE=4 SV=1,0,AT3G21360-2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,GO:0055114-oxidation-reduction process;GO:0016491-oxidoreductase activity,"PF02668-Taurine catabolism dioxygenase TauD, TfdA family",No
Potra2n1c831,993.4575483,0.984836063,0.001346242,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q12554|PGLRC_ASPNG Probable endopolygalacturonase C OS=Aspergillus niger OX=5061 GN=pgaC PE=3 SV=1,0,AT4G23500-Pectin lyase-like superfamily protein Pectin lyase-like superfamily protein,GO:0005975-carbohydrate metabolic process;GO:0004650-polygalacturonase activity,PF12708-Pectate lyase superfamily protein;PF00295-Glycosyl hydrolases family 28,No
Potra2n11c23640,1560.854674,0.985733852,9.04E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|O04885|LGUL_BRAJU Lactoylglutathione lyase OS=Brassica juncea OX=3707 GN=GLY I PE=2 SV=1,4.4.1.5,AT1G11840-glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein,GO:0046872-metal ion binding;GO:0004462-lactoylglutathione lyase activity,PF00903-Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily;PF00903-Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,No
Potra2n13c25123,78.00590397,0.98953456,0.036166012,KNO3_4h_vs_KCL_4h,Upregulated,sp|A2CIR5|NPR4_ORYSJ Ankyrin repeat-containing protein NPR4 OS=Oryza sativa subsp. japonica OX=39947 GN=NPR4 PE=2 SV=1,0,AT4G03470-Ankyrin repeat family protein Ankyrin repeat family protein,GO:0005515-protein binding,PF12796-Ankyrin repeats (3 copies),No
Potra2n6c13596,896.9574986,0.992094726,0.014263567,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q325C0|AES_SHIBS Acetyl esterase OS=Shigella boydii serotype 4 (strain Sb227) OX=300268 GN=aes PE=3 SV=1,0,AT5G06570-alpha/beta-Hydrolases superfamily protein alpha/beta-Hydrolases superfamily protein,GO:0016787-hydrolase activity,PF07859-alpha/beta hydrolase fold,No
Potra2n6c14814,272.6679668,0.995141166,1.40E-05,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,0,0,0,No
Potra2n3c7682,544.106696,0.998180578,0.001346242,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,AT4G17900-PLATZ transcription factor family protein PLATZ transcription factor family protein,0,PF04640-PLATZ transcription factor,Znf-B
Potra2n1c3167,185.4461059,0.998248819,0.014306008,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,AT1G30320-Remorin family protein Remorin family protein,0,0,No
Potra2n14c26589,131.5158865,1.00391792,0.030348273,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9FHK7|Y5516_ARATH Probable leucine-rich repeat receptor-like protein kinase At5g05160 OS=Arabidopsis thaliana OX=3702 GN=At5g05160 PE=2 SV=1,0,AT5G66850-mitogen-activated protein kinase kinase kinase 5 mitogen-activated protein kinase kinase kinase 5,GO:0006468-protein phosphorylation;GO:0005524-ATP binding;GO:0004672-protein kinase activity,PF00069-Protein kinase domain,No
Potra2n15c28766,477.144191,1.006460502,4.35E-06,KNO3_4h_vs_KCL_4h,Upregulated,sp|B1Y9H2|DTDA_PYRNV D-aminoacyl-tRNA deacylase OS=Pyrobaculum neutrophilum (strain DSM 2338 / JCM 9278 / V24Sta) OX=444157 GN=dtdA PE=3 SV=1,0,AT2G03800-D-aminoacyl-tRNA deacylase D-aminoacyl-tRNA deacylase,"GO:0051499-D-aminoacyl-tRNA deacylase activity;GO:0016788-hydrolase activity, acting on ester bonds;GO:0019478-D-amino acid catabolic process",PF04414-D-aminoacyl-tRNA deacylase,No
Potra2n799s36770,44.58495734,1.012177057,0.048771105,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9LX14|UFC_ARATH Protein UPSTREAM OF FLC OS=Arabidopsis thaliana OX=3702 GN=UFC PE=2 SV=1,0,AT5G59790-UPSTREAM OF FLC protein (DUF966) UPSTREAM OF FLC protein (DUF966),0,PF06136-Domain of unknown function (DUF966),No
Potra2n14c26522,418.6592023,1.014568178,0.014873265,KNO3_4h_vs_KCL_4h,Upregulated,sp|P29600|SUBS_BACLE Subtilisin Savinase OS=Bacillus lentus OX=1467 PE=1 SV=1,0,AT5G67090-Subtilisin-like serine endopeptidase family protein Subtilisin-like serine endopeptidase family protein,GO:0004252-serine-type endopeptidase activity;GO:0006508-proteolysis,PF17766-Fibronectin type-III domain;PF05922-Peptidase inhibitor I9;PF00082-Subtilase family,No
Potra2n1c3211,39.81573542,1.017951884,0.036888403,KNO3_4h_vs_KCL_4h,Upregulated,sp|O14348|NC2B_SCHPO Negative cofactor 2 complex subunit beta OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ncb2 PE=3 SV=1,0,"AT5G47640-nuclear factor Y, subunit B2 nuclear factor Y, subunit B2","GO:0006355-regulation of transcription, DNA-templated;GO:0005634-nucleus;GO:0046982-protein heterodimerization activity;GO:0043565-sequence-specific DNA binding",PF00808-Histone-like transcription factor (CBF/NF-Y) and archaeal histone,Hap3/NF-YB
Potra2n246s35110,361.9744269,1.018180101,0.023921349,KNO3_4h_vs_KCL_4h,Upregulated,sp|C0LA90|PYRHY_SPHWJ Pyrethroid hydrolase OS=Sphingobium wenxiniae (strain DSM 21828 / JZ-1) OX=595605 GN=pytH PE=1 SV=1,0,AT2G23620-methyl esterase 1 methyl esterase 1,0,PF12697-Alpha/beta hydrolase family,No
Potra2n18c32188,250.2833084,1.022628105,0.000180249,KNO3_4h_vs_KCL_4h,Upregulated,sp|B5Z428|CLCB_ECO5E Voltage-gated ClC-type chloride channel ClcB OS=Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450 GN=clcB PE=3 SV=1,0,AT5G33280-Voltage-gated chloride channel family protein Voltage-gated chloride channel family protein,GO:0005247-voltage-gated chloride channel activity;GO:0016020-membrane;GO:0006821-chloride transport;GO:0055085-transmembrane transport,PF00654-Voltage gated chloride channel;PF00571-CBS domain,No
Potra2n8c17414,47.33275494,1.028289809,0.039788232,KNO3_4h_vs_KCL_4h,Upregulated,sp|P10610|CP2G1_RAT Cytochrome P450 2G1 OS=Rattus norvegicus OX=10116 GN=Cyp2g1 PE=2 SV=1,0,"AT1G69500-cytochrome P450, family 704, subfamily B, polypeptide 1 cytochrome P450, family 704, subfamily B, polypeptide 1","GO:0005506-iron ion binding;GO:0016705-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0055114-oxidation-reduction process;GO:0020037-heme binding",PF00067-Cytochrome P450,NAM
Potra2n14c27409,2586.378784,1.030663541,3.49E-08,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q3J7X9|HLDD_NITOC ADP-L-glycero-D-manno-heptose-6-epimerase OS=Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / NCIMB 11848 / C-107) OX=323261 GN=hldD PE=3 SV=1,0,AT3G62830-NAD(P)-binding Rossmann-fold superfamily protein NAD(P)-binding Rossmann-fold superfamily protein,0,"PF16363-GDP-mannose 4,6 dehydratase",No
Potra2n2c5831,51.21964342,1.032856101,0.042165151,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q6PV68|SMZ_ARATH AP2-like ethylene-responsive transcription factor SMZ OS=Arabidopsis thaliana OX=3702 GN=SMZ PE=2 SV=1,0,AT5G50080-ethylene response factor 110 ethylene response factor 110,"GO:0003700-DNA binding transcription factor activity;GO:0006355-regulation of transcription, DNA-templated;GO:0003677-DNA binding",PF00847-AP2 domain,AP2-EREBP
Potra2n6c13118,91.21778102,1.033859779,0.007561116,KNO3_4h_vs_KCL_4h,Upregulated,sp|A8MPX8|PP2D1_HUMAN Protein phosphatase 2C-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PP2D1 PE=2 SV=2,3.1.3.16;3.1.3.16;3.1.3.16,AT2G25620-DNA-binding protein phosphatase 1 DNA-binding protein phosphatase 1,GO:0003824-catalytic activity;GO:0006470-protein dephosphorylation;GO:0004722-protein serine/threonine phosphatase activity;GO:0043169-cation binding,PF00481-Protein phosphatase 2C,No
Potra2n2c6308,2129.940022,1.034302557,0.010736318,KNO3_4h_vs_KCL_4h,Upregulated,sp|A4IF94|MF14B_BOVIN Hippocampus abundant transcript-like protein 1 OS=Bos taurus OX=9913 GN=MFSD14B PE=2 SV=1,0,AT5G42210-Major facilitator superfamily protein Major facilitator superfamily protein,GO:0055085-transmembrane transport;GO:0005887-integral component of plasma membrane,PF07690-Major Facilitator Superfamily,No
Potra2n1c3374,126.0169374,1.035238397,0.017572625,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,0,0,0,No
Potra2n8c18018,758.4358544,1.036397497,0.041006538,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q09893|YAI5_SCHPO Uncharacterized protein C24B11.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC24B11.05 PE=3 SV=1,0,AT2G32150-Haloacid dehalogenase-like hydrolase (HAD) superfamily protein Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,0,PF13419-Haloacid dehalogenase-like hydrolase,No
Potra2n2c5671,1366.468258,1.036447997,0.026636312,KNO3_4h_vs_KCL_4h,Upregulated,sp|P44765|ABGA_HAEIN p-aminobenzoyl-glutamate hydrolase subunit A homolog OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=abgA PE=3 SV=1,0,AT1G44350-IAA-amino acid hydrolase ILR1-like 6 IAA-amino acid hydrolase ILR1-like 6,GO:0016787-hydrolase activity,PF07687-Peptidase dimerisation domain;PF01546-Peptidase family M20/M25/M40,No
Potra2n2c5045,48.74850012,1.03831128,0.007924523,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9M1U4|TCP16_ARATH Transcription factor TCP16 OS=Arabidopsis thaliana OX=3702 GN=TCP16 PE=1 SV=1,0,AT2G45680-TCP family transcription factor TCP family transcription factor,GO:0003700-DNA binding transcription factor activity,PF03634-TCP family transcription factor,TCP
Potra2n8c18414,333.8192783,1.047492322,5.53E-05,KNO3_4h_vs_KCL_4h,Upregulated,"sp|A7EWH6|MRH4_SCLS1 ATP-dependent RNA helicase mrh4, mitochondrial OS=Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1) OX=665079 GN=mrh4 PE=3 SV=1",0,AT1G59990-DEA(D/H)-box RNA helicase family protein DEA(D/H)-box RNA helicase family protein,GO:0005524-ATP binding;GO:0003676-nucleic acid binding,PF00270-DEAD/DEAH box helicase;PF00271-Helicase conserved C-terminal domain,No
Potra2n5c11696,109.7300625,1.049020444,0.015637237,KNO3_4h_vs_KCL_4h,Upregulated,sp|P30612|CP52P_CANTR Cytochrome P450 52C1 OS=Candida tropicalis OX=5482 GN=CYP52C1 PE=2 SV=1,0,AT3G50660-Cytochrome P450 superfamily protein Cytochrome P450 superfamily protein,"GO:0005506-iron ion binding;GO:0016705-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0055114-oxidation-reduction process;GO:0020037-heme binding",PF00067-Cytochrome P450,No
Potra2n10c21610,391.3714396,1.051415115,0.006436786,KNO3_4h_vs_KCL_4h,Upregulated,sp|F4HZQ7|WTR5_ARATH WAT1-related protein At1g21890 OS=Arabidopsis thaliana OX=3702 GN=At1g21890 PE=2 SV=1,0,AT1G70260-nodulin MtN21 /EamA-like transporter family protein nodulin MtN21 /EamA-like transporter family protein,GO:0016021-integral component of membrane;GO:0022857-transmembrane transporter activity,0,No
Potra2n8c18353,53.19474787,1.054396375,0.014306008,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q1G3Y4|SMR15_ARATH Cyclin-dependent protein kinase inhibitor SMR15 OS=Arabidopsis thaliana OX=3702 GN=SMR15 PE=3 SV=1,0,AT5G40460-cyclin-dependent kinase inhibitor SMR3-like protein cyclin-dependent kinase inhibitor SMR3-like protein,GO:0032875-regulation of DNA endoreduplication,0,No
Potra2n10c21938,251.7249938,1.058882793,9.34E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|O32107|YUID_BACSU Uncharacterized membrane protein YuiD OS=Bacillus subtilis (strain 168) OX=224308 GN=yuiD PE=4 SV=1,0,AT1G67600-Acid phosphatase/vanadium-dependent haloperoxidase-related protein Acid phosphatase/vanadium-dependent haloperoxidase-related protein,0,PF02681-Divergent PAP2 family,No
Potra2n4c8905,46.32006381,1.061453655,0.010324802,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q6EUK7|PUB04_ORYSJ U-box domain-containing protein 4 OS=Oryza sativa subsp. japonica OX=39947 GN=PUB4 PE=2 SV=1,0,AT2G27430-ARM repeat superfamily protein ARM repeat superfamily protein,GO:0005515-protein binding,0,No
Potra2n18c33172,173.89365,1.070071127,0.010212994,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q7XUW4|KOR2_ORYSJ Potassium channel KOR2 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0445000 PE=2 SV=2,0,AT2G24610-cyclic nucleotide-gated channel 14 cyclic nucleotide-gated channel 14,GO:0006813-potassium ion transport;GO:0005216-ion channel activity;GO:0016020-membrane;GO:0055085-transmembrane transport;GO:0005249-voltage-gated potassium channel activity;GO:0006811-ion transport,PF00027-Cyclic nucleotide-binding domain;PF00520-Ion transport protein,No
Potra2n11c22574,90.15023195,1.070799494,0.012555235,KNO3_4h_vs_KCL_4h,Upregulated,sp|O28538|HMDH_ARCFU 3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126) OX=224325 GN=hmgA PE=3 SV=1,1.1.1.34,AT1G76490-hydroxy methylglutaryl CoA reductase 1 hydroxy methylglutaryl CoA reductase 1,"GO:0004420-hydroxymethylglutaryl-CoA reductase (NADPH) activity;GO:0050662-coenzyme binding;GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;GO:0015936-coenzyme A metabolic process;GO:0008299-isoprenoid biosynthetic process;GO:0005515-protein binding;GO:0055114-oxidation-reduction process",PF00368-Hydroxymethylglutaryl-coenzyme A reductase,No
Potra2n2c4406,271.5745522,1.071336024,3.15E-05,KNO3_4h_vs_KCL_4h,Upregulated,sp|P0CG38|POTEI_HUMAN POTE ankyrin domain family member I OS=Homo sapiens OX=9606 GN=POTEI PE=3 SV=1,0,AT1G07710-Ankyrin repeat family protein Ankyrin repeat family protein,GO:0005515-protein binding,PF12796-Ankyrin repeats (3 copies);PF12796-Ankyrin repeats (3 copies),No
Potra2n17c31507,533.0777505,1.07230062,2.17E-06,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,"AT5G64230-1,8-cineole synthase 1,8-cineole synthase",0,0,No
Potra2n7c16327,57.25451195,1.079882477,0.017107852,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q9T058|Y4119_ARATH G-type lectin S-receptor-like serine/threonine-protein kinase At4g11900 OS=Arabidopsis thaliana OX=3702 GN=At4g11900 PE=2 SV=1,0,AT2G23450-Protein kinase superfamily protein Protein kinase superfamily protein,GO:0005524-ATP binding,0,No
Potra2n15c29121,172.6946176,1.081022481,9.23E-05,KNO3_4h_vs_KCL_4h,Upregulated,None available,0,0,0,0,No
Potra2n8c18536,70.72888016,1.08585065,0.006591462,KNO3_4h_vs_KCL_4h,Upregulated,sp|O04023|SRC2_ARATH Protein SRC2 homolog OS=Arabidopsis thaliana OX=3702 GN=SRC2 PE=1 SV=1,0,AT3G16510-Calcium-dependent lipid-binding (CaLB domain) family protein Calcium-dependent lipid-binding (CaLB domain) family protein,0,PF00168-C2 domain,No
Potra2n19c33300,5596.513541,1.087220667,0.007546428,KNO3_4h_vs_KCL_4h,Upregulated,sp|Q2QXC6|WNK9_ORYSJ Probable serine/threonine-protein kinase WNK9 OS=Oryza sativa subsp. japonica OX=39947 GN=WNK9 PE=2 SV=1,0,AT5G58350-with no lysine (K) kinase 4 with no lysine (K) kinase 4,0,0,No
